company_name,name,description,link,start_date,host_company_domains,image,tweet_link,tweet_text,webinar_link,image_link,word
FICO,,,,,,,https://twitter.com/FICO/status/1293992321923592194,"RT @AnalyticsAwWeek: #BigData @AnalyticsWeek #FutureOfData #Podcast with @ScottZoldi, @FICO https://t.co/8IA8rTAfz9",https://soundcloud.com/futureofdata/fico,,podcast
FICO,,,,,,,https://twitter.com/FICO/status/1293918080201097216,RT @mlksrcrc: #FICOScores are critical to managing #credit. Do you know yours? Come to @FICO’s virtual #ScoreABetterFuture event on August…,,,event
FICO,,,,,,,https://twitter.com/FICO/status/1293361570031046657,"Manish Karir discusses how the FICO® Cyber Risk Score can be used to train a #machinelearning model to produce a #risk score that forecasts the likelihood of a future #breach event for a given company or its third-party vendors.

Learn more: https://t.co/rBWjz1rJbV
#cyberrisk #ML",https://bit.ly/33NopBk,,event
FICO,,,,,,,https://twitter.com/FICO/status/1293174648490856448,We are proud to join together with our local and national partners in this free financial event that's just two days away! Don't miss it - register today! https://t.co/3IXkuqUQ0c #ScoreABetterFuture #Baltimoremd https://t.co/3jOJ2EHS42,https://bit.ly/30DdzLe,http://pbs.twimg.com/media/EfJHeQpXgAEfoNi.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1291434219521167365,"In this #webinar replay from our spring virtual event, @FICO's Richard Dougherty explores why Digital Account  Opening investments aren’t producing a good return and shares five best practices for driving better results. https://t.co/d2QDXGP3LI
#customercentricity https://t.co/AQtLiSbvJL",https://bit.ly/2PwNOqA,http://pbs.twimg.com/tweet_video_thumb/EewWvb2XYAAw-n5.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1290799917963923456,"FICO's Tim VanTassel joins Mike Lawson on @CUbroadcast to discuss how the economy and world events are impacting the marketing strategies for #creditunions for the rest of 2020 and going into 2021.
Watch it here: https://t.co/j1Jg5TeqmJ https://t.co/C5mTaQ3DsL",https://bit.ly/30sa5wg,http://pbs.twimg.com/media/EenXrzJX0AcYAan.png,event
FICO,,,,,,,https://twitter.com/FICO/status/1290543256875544577,"Bruce Curry shares top tips to help everyone working in #debtcollection meet this unprecedented challenge in his presentation at the Retail Banker International virtual conference.
https://t.co/nKIFgqTbAo
#collections #EMEA",https://www.bbrief.co.za/2020/07/31/pandemic-pointers-for-debt-collectors/,,conference
FICO,,,,,,,https://twitter.com/FICO/status/1290279070341533697,"Vote for #FICO @moneynextsummit #lightningtalks. Choose Topic #24 and Vote Now! https://t.co/YxUY8J4abD.
With your support, @FICO’s @identity_sarah will present Exclusive Research - What Will Banks do About #DigitalIdentity and What Will Their Customers Think? https://t.co/MRAzqyklzZ",https://bit.ly/31h4Tup,http://pbs.twimg.com/media/Eef9-fWXkAYjTXb.png,summit
FICO,,,,,,,https://twitter.com/FICO/status/1286008542030368774,This event happens tomorrow: THURS 7/23! Register today to hear from FICO's @ScottZoldi to discuss #ResponsibleAI +#RobustAI + #AI as a disruptor and how using #alternatedata and timely #data with #AI can allow better decisions. https://t.co/iwwSgwQ88R @EquifaxInsights https://t.co/bvH48NC0sg,https://bit.ly/30B2udE,http://pbs.twimg.com/media/EdjR1v0XsAA0sjg.png,event
FICO,,,,,,,https://twitter.com/FICO/status/1285662420464214016,"@FICO is excited to have participated in the @NetDiligence #CyberRiskSummit. Our panel, ""Predicting a Breach,"" discusses how your firm can improve its #cybersecurity. Click here to watch now: https://t.co/5irwznYYRB
#databreach #cyberattack",http://ow.ly/IBDE50AEs9S,,summit
FICO,,,,,,,https://twitter.com/FICO/status/1284557312145928192,"FICO World 2021 is happening April 19-22 and we are looking for presenters. Submit your request to be part of FICO World 2021 as a presenter here: https://t.co/WlLPOUoD5T
#conferencespeaker #FICOWorld #decisionsconference https://t.co/N9ul3PXbZD",https://bit.ly/2ZqkZAW,http://pbs.twimg.com/media/EdOqEMNWsAMHBPk.png,conference
FICO,,,,,,,https://twitter.com/FICO/status/1283968433361747969,"FICO World 2021 is happening April 19-22 and we are looking for presenters. Submit your request to be part of FICO World 2021 as a presenter here: https://t.co/WlLPOUoD5T
#conferencespeaker #FICOWorld #decisionsconference https://t.co/BMbitBiIh7",https://bit.ly/2ZqkZAW,http://pbs.twimg.com/media/EdGSe7lXsAEl46R.png,conference
FICO,,,,,,,https://twitter.com/FICO/status/1283792485823676417,RT @SenThomTillis: Looking forward to joining @FICO for the Score a Better Future virtual event to discuss the importance of financial educ…,,,event
FICO,,,,,,,https://twitter.com/FICO/status/1283389182803574784,"We are proud to partner with @OperationHOPE on our Score A Better Future events offering FREE credit education and FREE local, non-profit #credit counseling. Our next event is TOMORROW, July 16, at 12 pm EDT. Interested? Register now: https://t.co/sqjFlWsyQB #SABF https://t.co/Jm2fbFVoZJ",https://bit.ly/3iqBWUe,,event
FICO,,,,,,,https://twitter.com/FICO/status/1283107763359494146,"FICO World 2021 is happening April 19-22 and we are looking for presenters. Submit your request to be part of FICO World 2021 as a presenter here: https://t.co/WlLPOUoD5T
#conferencespeaker #FICOWorld #decisionsconference https://t.co/d2WyVfZkgx",https://bit.ly/2ZqkZAW,http://pbs.twimg.com/media/Ec6DtXIXgAAbjwD.png,conference
FICO,,,,,,,https://twitter.com/FICO/status/1283054226311176195,"Don't miss #FICO's Manish Karir in the upcoming @NetDiligence webinar: ""Predicting a Breach"" on July 21 | 11am - 12pm EDT.  Register here: https://t.co/3eXm7bCE0Q 
#CyberRiskSummit #cyberrisk #cybersecurity https://t.co/PjHBCmwOff",http://ow.ly/Ha5Q50AxR3L,http://pbs.twimg.com/media/Ec5TBN7WsAQvd5b.png,summit
FICO,,,,,,,https://twitter.com/FICO/status/1281623820693057537,"#FICO is proud to partner with @SenThomTillis for our next Score A Better Future virtual event in Raleigh, NC, on July 16th at 12pm EDT. Don't wait! Register for this FREE credit education event today: https://t.co/hcyRLnRXf8 
#credit #FICOscores #creditscores #SABF https://t.co/YFfNstQKdK",https://bit.ly/3iekwu2,http://pbs.twimg.com/media/Eck-EjWWoAAwXtz.png,event
FICO,,,,,,,https://twitter.com/FICO/status/1281567678440906753,"RT @JenOni_Inc: Excited to partner with @FICO on the #ScoreABetterFuture program, which will help consumers improve their understanding of…",,,event
FICO,,,,,,,https://twitter.com/FICO/status/1281265192857411585,"Don't miss this! If you have questions about your #FICOScore and your #credit health during these unprecedented times, this virtual event is for you! Register Today! https://t.co/sqjFlWsyQB https://t.co/33Eubxx2BM",https://bit.ly/3iqBWUe,,event
FICO,,,,,,,https://twitter.com/FICO/status/1278081622919823361,RT @repcleaver: Thanks to @FICO for holding a financial literacy event today in #KCMO! https://t.co/dQwei5hh2M,https://twitter.com/FICO/status/1278049877583372289,,event
FICO,,,,,,,https://twitter.com/FICO/status/1277990289035198470,"The new #FICO® Resilience Index is designed to help prevent lenders from cutting off consumers’ access to #credit &amp; help lenders better assess consumers’ sensitivity to financial stress by looking at their financial resilience in a downturn.

https://t.co/ozCoRmug5X",http://ow.ly/tnGX50AlTFq,,event
FICO,,,,,,,https://twitter.com/FICO/status/1277623980007067650,We are proud to be partnering with @UnitedWayGKC for the next Score a Better Future event! Are you registered? Go here to sign up: https://t.co/i9DKSsgQH4 #SABF #KCMOevents https://t.co/toZV7hhwDM,http://scoreabetterfuture.com,,event
FICO,,,,,,,https://twitter.com/FICO/status/1276923863159525376,"@FICO is proud to announce that the next Score a Better Future, the free community financial education event, is coming to Kansas City, Missouri, on June 30th, at 12pm. For more information and to register, go here: https://t.co/5b6wCNiqgL #KCMO #KCevents #SABF #creditscores",https://bit.ly/2B1sGFp,,event
FICO,,,,,,,https://twitter.com/FICO/status/1276557106934669312,"@FICO is proud to announce that the next Score a Better Future, the free community financial education event, is coming to Kansas City, Missouri, on June 30th, at 12pm. For more information and to register, go here: https://t.co/5b6wCNiqgL #KCMO #KCevents #SABF #creditscores https://t.co/ld2zjUjbZe",https://bit.ly/2B1sGFp,http://pbs.twimg.com/media/Ebc97ElXsAIlvSJ.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1276181862935863302,RT @thefinancebar: Consumers are experiencing various types impact from the pandemic. Ready to protect your financial health? If you are in…,,,event
FICO,,,,,,,https://twitter.com/FICO/status/1276032615728984065,"Join FICO's Joanne Gaskin, VP Scores + Analytics &amp;  @USChamber June 25, 1:30 EDT, at the National Summit on Equality of Opportunity, discussing solutions to underlying challenges driving inequality of opportunity for Black Americans. Register now: https://t.co/giWyLoTlD2 https://t.co/2eA7oVR5PG",https://bit.ly/2CzHpIb,http://pbs.twimg.com/media/EbVg5rVXgAQ6hIi.jpg,summit
FICO,,,,,,,https://twitter.com/FICO/status/1275489475745976322,"Join FICO's Joanne Gaskin, VP Scores + Analytics &amp;  @USChamber June 25, 1:30 EDT, at the National Summit on Equality of Opportunity, discussing solutions to underlying challenges driving inequality of opportunity for Black Americans. Register now: https://t.co/giWyLoTlD2 https://t.co/sCg1Hdwvw5",https://bit.ly/2CzHpIb,http://pbs.twimg.com/media/EbNy6vnXYAIkcC8.jpg,summit
FICO,,,,,,,https://twitter.com/FICO/status/1274677237015613441,"RT @Buytes: #BigData @AnalyticsWeek #FutureOfData #Podcast with @ScottZoldi, @FICO https://t.co/hXgSaIySsr",https://itun.es/i67M5yW,,podcast
FICO,,,,,,,https://twitter.com/FICO/status/1274357083509579778,"Listen to this new episode of the Clever Girls Know podcast, where the clever girl herself, Bola Sokunbi, talks about tools for #creditscore recovery and resilience with #FICO® Scores VP, Joanne Gaskin, and @OperationHOPE's ShaRhonda Walker. Listen here: https://t.co/MAy5qzI995",https://bit.ly/2N46o8f,,podcast
FICO,,,,,,,https://twitter.com/FICO/status/1273722646241447936,"Listen to this new episode of the Clever Girls Know podcast, where the clever girl herself, Bola Sokunbi, talks about tools for #creditscore recovery and resilience with #FICO® Scores VP, Joanne Gaskin, and @OperationHOPE's ShaRhonda Walker. Listen here: https://t.co/MAy5qzI995",https://bit.ly/2N46o8f,,podcast
FICO,,,,,,,https://twitter.com/FICO/status/1273387466863583241,"Have you subscribed to the @FICO blog? If not, sign up to get notifications for posts on topics you're interested in like AI + #ethicalAI, banking, fintech, #fraud prevention, collections, and so much more. Go here to subscribe: https://t.co/Gw0AIzvnWr. https://t.co/h2hFfRZB0s",https://www.fico.com/blogs,http://pbs.twimg.com/media/Eav7JshWoAENl2Q.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1271533286737817602,"We want to thank the amazing local and national organizations partnering with FICO and Score a Better Future for the upcoming Greenville/Spartanburg online community financial education event June 19th at 12 pm. 

Interested in more information? Go here: https://t.co/XvKLGMX9PA https://t.co/5hFpenuCf9",https://bit.ly/2XRLOwO,http://pbs.twimg.com/media/EaVkyUCXkAA7UdO.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1270980352320909312,"Have you subscribed to the @FICO blog? If not, sign up to get notifications for posts on topics you're interested in like AI + #ethicalAI, banking, fintech, #fraud prevention, collections, and so much more. Go here to subscribe: https://t.co/Gw0AIzvnWr. https://t.co/LobOSjv6RK",https://www.fico.com/blogs,http://pbs.twimg.com/media/EaNt5LqXQAAnf6I.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1270764602779930626,"RT @thefinancebar: ATTN: Greenville-Spartanburg, SC! Register for the next Score a Better Future online event. You'll learn from @FICO expe…",,,event
FICO,,,,,,,https://twitter.com/FICO/status/1270646878607216640,"RT @AnalyticsAwWeek: #BigData @AnalyticsWeek #FutureOfData #Podcast with @ScottZoldi, @FICO https://t.co/zY5IOD9rky",https://itun.es/i67M5yW,,podcast
FICO,,,,,,,https://twitter.com/FICO/status/1270369895650377730,"Score a Better Future and @FICO are proud to partner with @RepTimmons for the next #SABF online event in Greenville/Spartanburg, South Carolina on June 19th at 12 pm EDT. 

Don't wait! Register today! https://t.co/uEXyuNgSqM https://t.co/UmpGsNVevq",https://bit.ly/3eNsXdu,http://pbs.twimg.com/media/EaFCr8HWoAAUwss.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1269964335041961986,"To prevent #fraud, it's important to understand the social engineering lifecycle and how to stop the manipulation of customers and employees. Read this from FICO's Adam Davies: https://t.co/IXe006bvpA

#socialengineering #fraudprevention",https://bit.ly/3h5dbwq,,event
FICO,,,,,,,https://twitter.com/FICO/status/1267447074867556354,"Have you subscribed to the @FICO blog? If not, sign up to get notifications for posts on topics you're interested in like AI + #ethicalAI, banking, fintech, #fraud prevention, collections, and so much more. Go here to subscribe: https://t.co/Gw0AIzvnWr. https://t.co/r01xUqsdjg",https://www.fico.com/blogs,http://pbs.twimg.com/media/EZbgZUjXsAEmHtB.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1263993064617541632,"Watch as #AdamDavies our VP of global #fraud, lays out what he thinks are the #Top5 areas every fraud manager should be considering and examining during this period. https://t.co/LZBSCroxxA
#mustwatch #fraud #frauddetection #fraudprevention https://t.co/tUptAyYnlC",http://ow.ly/An1s50zKLz7,http://pbs.twimg.com/media/EYqa_hMXQAAEfYK.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1263839637119868929,"Being nimble and awake to the rapid changes occurring to bank #fraud will be essential in the coming days. @FICO's Adam Davies gives his Top 5 Fraud Manager Considerations During #COVID19. Read it here: https://t.co/TfhcCXCLv6

#fraud #fraudprevention #COVID19",https://bit.ly/2XgTgl0,,event
FICO,,,,,,,https://twitter.com/FICO/status/1262708501907988480,"How are you managing the COVID-19 Consumer Debt Crisis? Get key insights, join #FICO and #RBIVirtual at #COVID-19 and Collections Virtual Event on June 24th with FICO’s Bruce Curry. Register Now! https://t.co/tkSsXDr1eI #ConsumerDebt #DebtManagement https://t.co/qJJ7IQ74Q5",https://bit.ly/2ThrXps,http://pbs.twimg.com/media/EYYKsK_XgAY9dat.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1261025054424473602,"RT @AlexH_Johnson: This was a really interesting session. Over the last 35+ years Will and Mark have seen A LOT. 

If you missed it live, y…",,,event
FICO,,,,,,,https://twitter.com/FICO/status/1260980722707443713,"@FICO is excited to sponsor the @INFORMS #2020Analytics Conference, which will be virtual. 13 presentations from #analytics #SMEs, inc. 2 from FICO, and it's all FREE! For more info and to sign up, visit the website: https://t.co/WtBj4KiAwQ https://t.co/Ced01BFKuH",http://ow.ly/AnH050zCLKj,http://pbs.twimg.com/media/EX_nSEYWsAIPPN1.jpg,conference
FICO,,,,,,,https://twitter.com/FICO/status/1260919787422658562,"Today is the day! At 8 am PDT, @FICO CEO, Will Lansing, + @Equifax CEO, Mark Begor will be talking today about the lessons they learned through the events of 2001, 2008 + now 2020. Can't make it to the session? Follow along right here as #BenWerner live tweets. #CEOsavvy https://t.co/j8X9QlcJNw",,http://pbs.twimg.com/media/EX-v10oXYAEuGoZ.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1260564842836082690,YOU'RE INVITED to join the conversation via the live-tweeting going on during this session. Follow @FICO and be ready tomorrow @ 8 am PDT to give your input on these unprecedented events! @s_alderoty @ashgoblue @ruchowdh @topherc https://t.co/n0O661LUtO,https://twitter.com/ScottZoldi/status/1260430669643165700,,event
FICO,,,,,,,https://twitter.com/FICO/status/1259756435145207809,"Our biggest fans this week: ScottZoldi, femtech_, PodcastProducer. Thank you! via https://t.co/veTC58a1vv https://t.co/M5qEXmRUZV",https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=7d2aa707afd60e20291567ea,http://pbs.twimg.com/media/EXuNzTbXQAE1Yso.png,podcast
FICO,,,,,,,https://twitter.com/FICO/status/1258449482687152145,"And that's a wrap! Thank you to our guest speakers and all our attendees for making Score a Better Future #Columbus ONLINE one of the best events yet! If you missed it, let us know in the comments where you think we should head to next. #SABF https://t.co/KWvSLA9lSZ",,http://pbs.twimg.com/media/EXbpIjDWsAAOrp4.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1258430020437016579,Score a Better Future is kicking off with @FICO's #JoanneGaskin. We look forward to hearing from VIPs and FICO experts and we are proud to partner with so many excellent organizations in the Columbus area for this event. #SABF #FICOScore https://t.co/i1lyApPfRB,,http://pbs.twimg.com/media/EXbW5ksWAAAZCjH.jpg,event
FICO,,,,,,,https://twitter.com/FICO/status/1258400382981754881,"RT @AlexH_Johnson: I'm commandeering the @FICO Twitter account in an hour to live tweet this session.

But you don't have to settle for tha…",,,event
FICO,,,,,,,https://twitter.com/FICO/status/1257680396684341250,Don't miss this financial education event right from the comfort of your home. Register today! https://t.co/CmoqPeuKpC https://t.co/1tNXOeo8HI,https://bit.ly/2KEdT4O,,event
FICO,,,,,,,https://twitter.com/FICO/status/1255907288948318209,"Recent events have revealed to everyone just how interconnected and interdependent regional, national, and global #supplychains are. In this session, we will focus on 3 aspects of supply chain #risk management due to a massive disruption: Register here: https://t.co/2IhBGnXfxZ https://t.co/B6InmB6YSF",https://bit.ly/2UOyvMi,http://pbs.twimg.com/media/EW3hBe2XgAIYGff.jpg,event
